"data_set1","data_set2","cor","p","p_adjust","level"
"Chln","genus_Coprococcus",1,9.37045228299651e-72,2.99854473055888e-70,"genus"
"MonSac","genus_Blautia",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"MonSac","genus_Dorea",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"VitB3","genus_Erysipelotrichaceae_incertae_sedis",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"VitB3","genus_Ruminococcus",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"VitB6","genus_Erysipelotrichaceae_incertae_sedis",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"VitB6","genus_Ruminococcus",1,9.37045228299651e-72,4.49781709583833e-70,"genus"
"VitA_IU","genus_Butyricicoccus",1,9.37045228299651e-72,8.99563419167665e-70,"genus"
"VitD_IU","family_Acidaminococcaceae",1,9.37045228299651e-72,8.99563419167665e-70,"family"
"VitE_a_Toco","genus_unclassified_Ruminococcaceae",1,9.37045228299651e-72,8.99563419167665e-70,"genus"
"Mg","genus_Butyricimonas",1,9.37045228299651e-72,8.99563419167665e-70,"genus"
"Sugar","family_Porphyromonadaceae",-0.990783410138249,4.00165494719314e-09,4.80198593663177e-08,"family"
"BetaCaro","family_Clostridiaceae.1",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"family"
"BetaCaro","genus_Clostridium.sensu.stricto",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"genus"
"VitC","family_Clostridiaceae.1",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"family"
"VitC","genus_Clostridium.sensu.stricto",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"genus"
"VitK","family_Clostridiaceae.1",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"family"
"VitK","genus_Clostridium.sensu.stricto",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"genus"
"W3","family_Clostridiaceae.1",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"family"
"W3","genus_Clostridium.sensu.stricto",-0.990783410138249,4.00165494719314e-09,6.40264791550902e-08,"genus"
"Disacc","class_Erysipelotrichia",0.990783410138249,4.00165494719358e-09,6.40264791550973e-08,"class"
"Disacc","order_Erysipelotrichales",0.990783410138249,4.00165494719358e-09,6.40264791550973e-08,"order"
"Disacc","family_Erysipelotrichaceae",0.990783410138249,4.00165494719358e-09,6.40264791550973e-08,"family"
"Disacc","genus_Roseburia",0.990783410138249,4.00165494719358e-09,6.40264791550973e-08,"genus"
"VitB2","phylum_unclassified_Bacteria",0.990783410138249,4.00165494719358e-09,7.68317749861167e-08,"phylum"
"VitB2","class_unclassified_Bacteria",0.990783410138249,4.00165494719358e-09,7.68317749861167e-08,"class"
"VitB2","order_unclassified_Bacteria",0.990783410138249,4.00165494719358e-09,7.68317749861167e-08,"order"
"VitB2","family_unclassified_Bacteria",0.990783410138249,4.00165494719358e-09,7.68317749861167e-08,"family"
"VitB2","genus_unclassified_Bacteria",0.990783410138249,4.00165494719358e-09,7.68317749861167e-08,"genus"
"percent_carb_cal","genus_Butyricimonas",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"TotFib","genus_Butyricimonas",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"VitB_NE","genus_Butyricicoccus",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"Panto","genus_Butyricimonas",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"Moly","genus_Butyricicoccus",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"K","genus_Butyricimonas",0.990783410138249,4.00165494719358e-09,3.84158874930584e-07,"genus"
"TotSolFib","class_Gammaproteobacteria",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"class"
"TotSolFib","order_Enterobacteriales",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"order"
"TotSolFib","family_Enterobacteriaceae",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"family"
"SolFib","class_Gammaproteobacteria",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"class"
"SolFib","order_Enterobacteriales",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"order"
"SolFib","family_Enterobacteriaceae",-0.979043076489548,1.58600815415143e-07,2.17509689712196e-06,"family"
"BetaCaro","family_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"family"
"BetaCaro","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"BetaCaro","genus_unclassified_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"VitC","family_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"family"
"VitC","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"VitC","genus_unclassified_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"VitK","family_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"family"
"VitK","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"VitK","genus_unclassified_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"W3","family_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"family"
"W3","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"W3","genus_unclassified_Lachnospiraceae",0.972350230414746,5.46692857594408e-07,5.83139048100702e-06,"genus"
"Chol","phylum_Firmicutes",0.972350230414746,5.46692857594408e-07,6.5603142911329e-06,"phylum"
"Chol","class_Erysipelotrichia",0.972350230414746,5.46692857594408e-07,6.5603142911329e-06,"class"
"Chol","order_Erysipelotrichales",0.972350230414746,5.46692857594408e-07,6.5603142911329e-06,"order"
"Chol","family_Erysipelotrichaceae",0.972350230414746,5.46692857594408e-07,6.5603142911329e-06,"family"
"Chol","genus_Roseburia",0.972350230414746,5.46692857594408e-07,6.5603142911329e-06,"genus"
"TotSolFib","family_Acidaminococcaceae",-0.972350230414746,5.4669285759443e-07,6.56031429113316e-06,"family"
"SolFib","family_Acidaminococcaceae",-0.972350230414746,5.4669285759443e-07,6.56031429113316e-06,"family"
"VitB1","class_Deltaproteobacteria",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"class"
"VitB1","order_Desulfovibrionales",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"order"
"VitB1","family_Desulfovibrionaceae",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"family"
"VitB1","genus_Bilophila",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"genus"
"VitB1","genus_Clostridium.XlVa",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"genus"
"VitB1","genus_Faecalibacterium",0.972350230414746,5.46692857594408e-07,7.49750204700932e-06,"genus"
"VitB1","genus_Parabacteroides",-0.972350230414746,5.4669285759443e-07,7.49750204700932e-06,"genus"
"Mn","genus_Anaerotruncus",-0.979043076489548,1.58600815415143e-07,7.61283913992684e-06,"genus"
"Mn","genus_Eggerthella",-0.979043076489548,1.58600815415143e-07,7.61283913992684e-06,"genus"
"VitD_IU","phylum_Proteobacteria",0.972350230414746,5.46692857594408e-07,1.04965028658126e-05,"phylum"
"VitD_IU","class_Betaproteobacteria",0.972350230414746,5.46692857594408e-07,1.04965028658126e-05,"class"
"VitD_IU","order_Burkholderiales",0.972350230414746,5.46692857594408e-07,1.04965028658126e-05,"order"
"VitD_IU","family_Sutterellaceae",0.972350230414746,5.46692857594408e-07,1.04965028658126e-05,"family"
"MonSac","family_Rikenellaceae",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"family"
"MonSac","genus_Alistipes",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"genus"
"Retinol","phylum_Proteobacteria",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"phylum"
"Retinol","class_Betaproteobacteria",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"class"
"Retinol","order_Burkholderiales",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"order"
"Retinol","family_Sutterellaceae",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"family"
"Ca","phylum_Proteobacteria",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"phylum"
"Ca","class_Betaproteobacteria",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"class"
"Ca","order_Burkholderiales",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"order"
"Ca","family_Sutterellaceae",0.972350230414746,5.46692857594408e-07,1.31206285822658e-05,"family"
"MonoFat","genus_Blautia",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"genus"
"MonoFat","genus_Dorea",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"genus"
"TransFat","genus_Blautia",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"genus"
"TransFat","genus_Dorea",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"genus"
"Mn","family_Bacteroidaceae",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"family"
"Mn","genus_Bacteroides",-0.972350230414746,5.4669285759443e-07,1.31206285822663e-05,"genus"
"Fe","class_Clostridia",0.972350230414746,5.46692857594408e-07,1.74941714430211e-05,"class"
"Fe","order_Clostridiales",0.972350230414746,5.46692857594408e-07,1.74941714430211e-05,"order"
"Fe","genus_Coprococcus",0.972350230414746,5.46692857594408e-07,1.74941714430211e-05,"genus"
"Energy","class_Clostridia",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"class"
"Energy","order_Clostridiales",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"order"
"Energy","genus_Coprococcus",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"genus"
"percent_fat_cal","class_Clostridia",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"class"
"percent_fat_cal","order_Clostridiales",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"order"
"percent_fat_cal","genus_Coprococcus",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"genus"
"SatFat","class_Clostridia",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"class"
"SatFat","order_Clostridiales",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"order"
"SatFat","genus_Coprococcus",-0.972350230414746,5.4669285759443e-07,1.74941714430217e-05,"genus"
"Chol","family_Clostridiaceae.1",-0.963133640552995,1.96864155927269e-06,1.88989589690179e-05,"family"
"Chol","genus_Clostridium.sensu.stricto",-0.963133640552995,1.96864155927269e-06,1.88989589690179e-05,"genus"
"Disacc","family_Lachnospiraceae",0.963133640552995,1.96864155927267e-06,2.09988432989084e-05,"family"
"Disacc","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.963133640552995,1.96864155927267e-06,2.09988432989084e-05,"genus"
"Disacc","genus_unclassified_Lachnospiraceae",0.963133640552995,1.96864155927267e-06,2.09988432989084e-05,"genus"
"VitB1","family_Porphyromonadaceae",-0.963133640552995,1.96864155927269e-06,2.36236987112723e-05,"family"
"Fluor","family_Peptostreptococcaceae",0.972350230414746,5.46692857594408e-07,2.62412571645316e-05,"family"
"Fluor","genus_Clostridium.XI",0.972350230414746,5.46692857594408e-07,2.62412571645316e-05,"genus"
"percent_pro_cal","genus_Oscillibacter",-0.972350230414746,5.4669285759443e-07,2.62412571645326e-05,"genus"
"Caroten","genus_unclassified_Coriobacteriaceae",-0.972350230414746,5.4669285759443e-07,2.62412571645326e-05,"genus"
"VitB12","genus_unclassified_Coriobacteriaceae",-0.972350230414746,5.4669285759443e-07,2.62412571645326e-05,"genus"
"Chrom","genus_unclassified_Coriobacteriaceae",-0.972350230414746,5.4669285759443e-07,2.62412571645326e-05,"genus"
"Se","genus_Oscillibacter",-0.972350230414746,5.4669285759443e-07,2.62412571645326e-05,"genus"
"Iodine","family_Prevotellaceae",0.963133640552995,1.96864155927267e-06,4.7247397422544e-05,"family"
"Iodine","genus_Prevotella",0.963133640552995,1.96864155927267e-06,4.7247397422544e-05,"genus"
"Water","genus_Butyricimonas",0.972350230414746,5.46692857594408e-07,5.24825143290632e-05,"genus"
"Zn","genus_Butyricicoccus",-0.972350230414746,5.4669285759443e-07,5.24825143290652e-05,"genus"
"VitB1","genus_Anaerotruncus",-0.950801449283119,7.08471102916373e-06,6.80132258799718e-05,"genus"
"VitB1","genus_Eggerthella",-0.950801449283119,7.08471102916373e-06,6.80132258799718e-05,"genus"
"Sugar","class_Bacilli",-0.944700460829493,1.18826779542726e-05,9.50614236341811e-05,"class"
"Sugar","order_Lactobacillales",-0.944700460829493,1.18826779542726e-05,9.50614236341811e-05,"order"
"Sugar","family_Streptococcaceae",-0.944700460829493,1.18826779542726e-05,9.50614236341811e-05,"family"
"Sugar","genus_Streptococcus",-0.944700460829493,1.18826779542726e-05,9.50614236341811e-05,"genus"
"Chol","genus_Lachnospiracea_incertae_sedis",0.944700460829493,1.18826779542726e-05,0.000103703371237288,"genus"
"Fluor","phylum_unclassified_Bacteria",0.944700460829493,1.18826779542726e-05,0.000162962440515738,"phylum"
"Fluor","class_unclassified_Bacteria",0.944700460829493,1.18826779542726e-05,0.000162962440515738,"class"
"Fluor","order_unclassified_Bacteria",0.944700460829493,1.18826779542726e-05,0.000162962440515738,"order"
"Fluor","family_unclassified_Bacteria",0.944700460829493,1.18826779542726e-05,0.000162962440515738,"family"
"Fluor","genus_unclassified_Bacteria",0.944700460829493,1.18826779542726e-05,0.000162962440515738,"genus"
"Na","genus_Butyricicoccus",-0.963133640552995,1.96864155927269e-06,0.000188989589690179,"genus"
"VitB2","genus_unclassified_Ruminococcaceae",0.944700460829493,1.18826779542726e-05,0.000190122847268361,"genus"
"Retinol","family_Acidaminococcaceae",0.944700460829493,1.18826779542726e-05,0.000228147416722033,"family"
"Ca","family_Acidaminococcaceae",0.944700460829493,1.18826779542726e-05,0.000228147416722033,"family"
"Mn","family_Porphyromonadaceae",-0.944700460829493,1.18826779542726e-05,0.000228147416722035,"family"
"percent_carb_cal","class_Clostridia",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"class"
"percent_carb_cal","order_Clostridiales",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"order"
"percent_carb_cal","genus_Coprococcus",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"genus"
"TotFib","class_Clostridia",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"class"
"TotFib","order_Clostridiales",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"order"
"TotFib","genus_Coprococcus",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"genus"
"Panto","class_Clostridia",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"class"
"Panto","order_Clostridiales",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"order"
"Panto","genus_Coprococcus",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"genus"
"Fe","genus_Butyricimonas",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"genus"
"K","class_Clostridia",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"class"
"K","order_Clostridiales",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"order"
"K","genus_Coprococcus",0.944700460829493,1.18826779542726e-05,0.000285184270902541,"genus"
"Energy","genus_Butyricimonas",-0.944700460829493,1.18826779542726e-05,0.000285184270902543,"genus"
"SatFat","genus_Butyricimonas",-0.944700460829493,1.18826779542726e-05,0.000285184270902543,"genus"
"Sugar","class_Gammaproteobacteria",-0.92255982207669,5.23478515751824e-05,0.000335026250081167,"class"
"Sugar","order_Enterobacteriales",-0.92255982207669,5.23478515751824e-05,0.000335026250081167,"order"
"Sugar","family_Enterobacteriaceae",-0.92255982207669,5.23478515751824e-05,0.000335026250081167,"family"
"Mn","class_Deltaproteobacteria",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"class"
"Mn","order_Desulfovibrionales",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"order"
"Mn","family_Desulfovibrionaceae",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"family"
"Mn","genus_Bilophila",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"genus"
"Mn","genus_Clostridium.XlVa",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"genus"
"Mn","genus_Faecalibacterium",0.926267281105991,4.22078946094139e-05,0.000337663156875311,"genus"
"Mn","genus_Parabacteroides",-0.926267281105991,4.22078946094137e-05,0.000337663156875311,"genus"
"Folate","class_Clostridia",0.944700460829493,1.18826779542726e-05,0.000380245694536722,"class"
"Folate","order_Clostridiales",0.944700460829493,1.18826779542726e-05,0.000380245694536722,"order"
"Folate","genus_Coprococcus",0.944700460829493,1.18826779542726e-05,0.000380245694536722,"genus"
"Phos","class_Clostridia",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"class"
"Phos","order_Clostridiales",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"order"
"Phos","genus_Coprococcus",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"genus"
"W6","family_Bacteroidaceae",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"family"
"W6","genus_Bacteroides",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"genus"
"W6","genus_unclassified_Erysipelotrichaceae",-0.944700460829493,1.18826779542726e-05,0.000380245694536724,"genus"
"BetaCaro","phylum_Firmicutes",0.926267281105991,4.22078946094139e-05,0.000405195788250373,"phylum"
"VitC","phylum_Firmicutes",0.926267281105991,4.22078946094139e-05,0.000405195788250373,"phylum"
"VitK","phylum_Firmicutes",0.926267281105991,4.22078946094139e-05,0.000405195788250373,"phylum"
"W3","phylum_Firmicutes",0.926267281105991,4.22078946094139e-05,0.000405195788250373,"phylum"
"VitB1","class_Bacilli",-0.917050691244239,7.07418668112222e-05,0.000485087086705524,"class"
"VitB1","order_Lactobacillales",-0.917050691244239,7.07418668112222e-05,0.000485087086705524,"order"
"VitB1","family_Streptococcaceae",-0.917050691244239,7.07418668112222e-05,0.000485087086705524,"family"
"VitB1","genus_Streptococcus",-0.917050691244239,7.07418668112222e-05,0.000485087086705524,"genus"
"VitD_IU","class_Gammaproteobacteria",0.92255982207669,5.23478515751824e-05,0.000502539375121751,"class"
"VitD_IU","order_Enterobacteriales",0.92255982207669,5.23478515751824e-05,0.000502539375121751,"order"
"VitD_IU","family_Enterobacteriaceae",0.92255982207669,5.23478515751824e-05,0.000502539375121751,"family"
"VitD_IU","genus_Erysipelotrichaceae_incertae_sedis",-0.926267281105991,4.22078946094137e-05,0.000502539375121751,"genus"
"VitD_IU","genus_Ruminococcus",-0.926267281105991,4.22078946094137e-05,0.000502539375121751,"genus"
"TotSolFib","class_Bacilli",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"class"
"TotSolFib","order_Lactobacillales",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"order"
"TotSolFib","family_Streptococcaceae",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"family"
"TotSolFib","genus_Streptococcus",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"genus"
"SolFib","class_Bacilli",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"class"
"SolFib","order_Lactobacillales",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"order"
"SolFib","family_Streptococcaceae",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"family"
"SolFib","genus_Streptococcus",-0.917050691244239,7.07418668112222e-05,0.000565934934489778,"genus"
"Retinol","class_Gammaproteobacteria",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"class"
"Retinol","order_Enterobacteriales",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"order"
"Retinol","family_Enterobacteriaceae",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"family"
"Ca","class_Gammaproteobacteria",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"class"
"Ca","order_Enterobacteriales",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"order"
"Ca","family_Enterobacteriaceae",0.92255982207669,5.23478515751824e-05,0.000628174218902188,"family"
"VitB1","family_Bacteroidaceae",-0.907834101382488,0.000112114254402055,0.000672685526412328,"family"
"VitB1","genus_Bacteroides",-0.907834101382488,0.000112114254402055,0.000672685526412328,"genus"
"PolyFat","genus_Anaerotruncus",-0.931973697812166,2.96219195678741e-05,0.000710926069628979,"genus"
"PolyFat","genus_Eggerthella",-0.931973697812166,2.96219195678741e-05,0.000710926069628979,"genus"
"Cu","genus_Anaerotruncus",-0.931973697812166,2.96219195678741e-05,0.000710926069628979,"genus"
"Cu","genus_Eggerthella",-0.931973697812166,2.96219195678741e-05,0.000710926069628979,"genus"
"VitB1","genus_Phascolarctobacterium",-0.898026510133874,0.000174164678836738,0.000928878287129271,"genus"
"VitB1","genus_unclassified_Porphyromonadaceae",-0.898026510133874,0.000174164678836738,0.000928878287129271,"genus"
"Caff","family_Peptostreptococcaceae",0.917050691244239,7.07418668112211e-05,0.000970174173411032,"family"
"Caff","genus_Clostridium.XI",0.917050691244239,7.07418668112211e-05,0.000970174173411032,"genus"
"Disacc","genus_Blautia",0.907834101382488,0.000112114254402054,0.000978451674781565,"genus"
"Disacc","genus_Dorea",0.907834101382488,0.000112114254402054,0.000978451674781565,"genus"
"Sugar","genus_Phascolarctobacterium",-0.898026510133874,0.000174164678836738,0.00098351818637217,"genus"
"Sugar","genus_unclassified_Porphyromonadaceae",-0.898026510133874,0.000174164678836738,0.00098351818637217,"genus"
"Retinol","genus_Erysipelotrichaceae_incertae_sedis",-0.907834101382488,0.000112114254402055,0.00107629684225973,"genus"
"Retinol","genus_Ruminococcus",-0.907834101382488,0.000112114254402055,0.00107629684225973,"genus"
"Ca","genus_Erysipelotrichaceae_incertae_sedis",-0.907834101382488,0.000112114254402055,0.00107629684225973,"genus"
"Ca","genus_Ruminococcus",-0.907834101382488,0.000112114254402055,0.00107629684225973,"genus"
"TotSolFib","genus_Phascolarctobacterium",-0.898026510133874,0.000174164678836738,0.00119427208345192,"genus"
"TotSolFib","genus_unclassified_Porphyromonadaceae",-0.898026510133874,0.000174164678836738,0.00119427208345192,"genus"
"SolFib","genus_Phascolarctobacterium",-0.898026510133874,0.000174164678836738,0.00119427208345192,"genus"
"SolFib","genus_unclassified_Porphyromonadaceae",-0.898026510133874,0.000174164678836738,0.00119427208345192,"genus"
"VitE_a_Toco","phylum_unclassified_Bacteria",0.907834101382488,0.000112114254402054,0.00134537105282465,"phylum"
"VitE_a_Toco","class_unclassified_Bacteria",0.907834101382488,0.000112114254402054,0.00134537105282465,"class"
"VitE_a_Toco","order_unclassified_Bacteria",0.907834101382488,0.000112114254402054,0.00134537105282465,"order"
"VitE_a_Toco","family_Ruminococcaceae",0.917050691244239,7.07418668112211e-05,0.00134537105282465,"family"
"VitE_a_Toco","family_unclassified_Bacteria",0.907834101382488,0.000112114254402054,0.00134537105282465,"family"
"VitE_a_Toco","genus_Parasutterella",0.907834101382488,0.000112114254402054,0.00134537105282465,"genus"
"VitE_a_Toco","genus_unclassified_Bacteria",0.907834101382488,0.000112114254402054,0.00134537105282465,"genus"
