"data_set1","data_set2","cor","p","p_adjust","level"
"Disacc","genus_Holdemania",0.620518214706002,4.34065133796884e-07,5.95289326350012e-06,"genus"
"Na","genus_Oscillibacter",0.642188910962615,1.25894083740353e-07,6.04291601953696e-06,"genus"
"SatFat","phylum_Bacteroidetes",0.634748058515442,1.94659168698181e-07,6.22909339834179e-06,"phylum"
"SatFat","class_Bacteroidia",0.634748058515442,1.94659168698181e-07,6.22909339834179e-06,"class"
"SatFat","order_Bacteroidales",0.634748058515442,1.94659168698181e-07,6.22909339834179e-06,"order"
"Chrom","phylum_unclassified_Bacteria",-0.622820030386026,3.8229181652278e-07,7.34000287723737e-06,"phylum"
"Chrom","class_unclassified_Bacteria",-0.622820030386026,3.8229181652278e-07,7.34000287723737e-06,"class"
"Chrom","order_unclassified_Bacteria",-0.622820030386026,3.8229181652278e-07,7.34000287723737e-06,"order"
"Chrom","family_unclassified_Bacteria",-0.622820030386026,3.8229181652278e-07,7.34000287723737e-06,"family"
"Chrom","genus_unclassified_Bacteria",-0.622820030386026,3.8229181652278e-07,7.34000287723737e-06,"genus"
"Na","genus_Erysipelotrichaceae_incertae_sedis",-0.631856885150768,2.2986103428359e-07,7.35555309707487e-06,"genus"
"Zn","genus_Erysipelotrichaceae_incertae_sedis",-0.64790633921295,8.93456369119694e-08,8.57718114354906e-06,"genus"
"Disacc","family_Clostridiales_Incertae.Sedis.XIII",0.608388224467852,8.33775008346964e-07,1.00053001001636e-05,"family"
"K","family_Ruminococcaceae",0.644572873397147,1.09215000758158e-07,1.04846400727832e-05,"family"
"percent_pro_cal","genus_Anaerovorax",-0.640083219089479,1.42587773107144e-07,1.36884262182858e-05,"genus"
"Fe","genus_Faecalibacterium",0.611197399313708,7.18536713332023e-07,1.37959048959748e-05,"genus"
"Chol","order_Coriobacteriales",-0.6226115224851,3.86731859647093e-07,1.85631292630605e-05,"order"
"Chol","family_Coriobacteriaceae",-0.6226115224851,3.86731859647093e-07,1.85631292630605e-05,"family"
"W3","genus_Veillonella",-0.628386732921107,2.79987044290115e-07,2.6878756251851e-05,"genus"
"Retinol","genus_unclassified_Lachnospiraceae",-0.628174101499007,2.83369619625679e-07,2.72034834840652e-05,"genus"
"K","family_Streptococcaceae",-0.613798085605924,6.25292507829459e-07,3.0014040375814e-05,"family"
"W3","genus_unclassified_Clostridiales_Incertae.Sedis.XIII",0.61265316547908,6.64852534620784e-07,3.19129216617976e-05,"genus"
"VitB12","order_Lactobacillales",-0.603828788152429,1.05823331082016e-06,3.38634659462453e-05,"order"
"Retinol","genus_Blautia",-0.611341881885498,7.13032803186585e-07,3.42255745529561e-05,"genus"
"Retinol","genus_Coprococcus",-0.602528445006321,1.13191621959734e-06,3.6221319027115e-05,"genus"
"K","class_Bacilli",-0.601155860574318,1.21487344151654e-06,3.8846680392661e-05,"class"
"K","order_Lactobacillales",-0.595521040274517,1.61861168302754e-06,3.8846680392661e-05,"order"
"VitB2","family_Clostridiaceae.1",0.600464052875223,1.25880534906647e-06,4.02817711701269e-05,"family"
"VitB2","family_Ruminococcaceae",0.608091024020228,8.46928767562289e-07,4.02817711701269e-05,"family"
"VitB2","genus_Clostridium.sensu.stricto",0.600464052875223,1.25880534906647e-06,4.02817711701269e-05,"genus"
"Chol","phylum_Actinobacteria",-0.594437420986093,1.70936739654959e-06,4.10248175171901e-05,"phylum"
"Chol","class_Actinobacteria",-0.594437420986093,1.70936739654959e-06,4.10248175171901e-05,"class"
"percent_pro_cal","order_Enterobacteriales",-0.59780601639722,1.44177622997197e-06,4.61368393591029e-05,"order"
"percent_pro_cal","family_Enterobacteriaceae",-0.59780601639722,1.44177622997197e-06,4.61368393591029e-05,"family"
"Chol","family_Bacteroidaceae",0.58035037023659,3.41299424515085e-06,4.68067782192117e-05,"family"
"Chol","genus_Bacteroides",0.58035037023659,3.41299424515085e-06,4.68067782192117e-05,"genus"
"Chol","genus_Butyricimonas",0.580404607245324,3.40413033128902e-06,4.68067782192117e-05,"genus"
"Retinol","class_unclassified_Firmicutes",0.576810547227741,4.04025444090236e-06,4.84830532908283e-05,"class"
"Retinol","order_unclassified_Firmicutes",0.576810547227741,4.04025444090236e-06,4.84830532908283e-05,"order"
"Retinol","family_unclassified_Firmicutes",0.576810547227741,4.04025444090236e-06,4.84830532908283e-05,"family"
"Retinol","genus_Erysipelotrichaceae_incertae_sedis",-0.582840984906807,3.02735545705103e-06,4.84830532908283e-05,"genus"
"Retinol","genus_unclassified_Firmicutes",0.576810547227741,4.04025444090236e-06,4.84830532908283e-05,"genus"
"Chol","genus_Collinsella",-0.574860032508579,4.43015850996635e-06,5.31619021195962e-05,"genus"
"Retinol","genus_Butyricicoccus",-0.571247968213834,5.24611936874075e-06,5.59586065999013e-05,"genus"
"Energy","phylum_Bacteroidetes",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,"phylum"
"Energy","class_Bacteroidia",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,"class"
"Energy","order_Bacteroidales",0.588080187827343,2.34480743672186e-06,5.62753784813246e-05,"order"
"VitB12","class_Bacilli",-0.587430016254289,2.42092973929331e-06,5.81023137430395e-05,"class"
"VitB2","genus_Oscillibacter",0.584323640960809,2.81747359662663e-06,5.94517166059528e-05,"genus"
"VitB2","genus_Ruminococcus",-0.582373831860933,3.09644357322671e-06,5.94517166059528e-05,"genus"
"Disacc","order_Coriobacteriales",0.567057973631931,6.36680901843495e-06,6.11213665769755e-05,"order"
"Disacc","family_Coriobacteriaceae",0.567057973631931,6.36680901843495e-06,6.11213665769755e-05,"family"
"Chol","family_Clostridiaceae.1",-0.566922011476288,6.40665037796314e-06,6.15038436284461e-05,"family"
"Chol","genus_Clostridium.sensu.stricto",-0.566922011476288,6.40665037796314e-06,6.15038436284461e-05,"genus"
"VitC","class_Erysipelotrichia",0.583312262958281,2.95911405529844e-06,6.17752073561117e-05,"class"
"VitC","order_Erysipelotrichales",0.583312262958281,2.95911405529844e-06,6.17752073561117e-05,"order"
"VitC","family_Erysipelotrichaceae",0.583312262958281,2.95911405529844e-06,6.17752073561117e-05,"family"
"VitC","genus_Dorea",0.581578472096803,3.21745871646415e-06,6.17752073561117e-05,"genus"
"VitC","genus_Faecalibacterium",0.591981217265667,1.9329467137021e-06,6.17752073561117e-05,"genus"
"Disacc","family_Clostridiaceae.1",0.562797100236289,7.73136774406556e-06,6.18509419525245e-05,"family"
"Disacc","genus_Clostridium.sensu.stricto",0.562797100236289,7.73136774406556e-06,6.18509419525245e-05,"genus"
"VitB1","genus_Faecalibacterium",0.599927758714105,1.29387760150993e-06,6.21061248724766e-05,"genus"
"Chol","genus_Butyricicoccus",-0.559761603756547,8.86397209191739e-06,7.73583018930973e-05,"genus"
"Water","family_Ruminococcaceae",0.608018782734333,8.50155262590947e-07,8.16149052087309e-05,"family"
"Sugar","family_Ruminococcaceae",0.601083619288423,1.2193931176095e-06,8.58294147352501e-05,"family"
"Sugar","family_unclassified_Clostridiales",0.585335018963338,2.68216921047657e-06,8.58294147352501e-05,"family"
"Sugar","genus_unclassified_Clostridiales",0.585335018963338,2.68216921047657e-06,8.58294147352501e-05,"genus"
"SolFib","genus_Clostridium.XlVb",-0.574426584793209,4.52142819072246e-06,8.68114212618713e-05,"genus"
"Energy","genus_Erysipelotrichaceae_incertae_sedis",-0.573659540465829,4.68724078038891e-06,8.9995022983467e-05,"genus"
"Folate","family_Streptococcaceae",-0.605129131298537,9.89050739860972e-07,9.14541594104268e-05,"family"
"Folate","genus_Faecalibacterium",0.592270182409247,1.90529498771722e-06,9.14541594104268e-05,"genus"
"Folate","order_Lactobacillales",-0.583312262958281,2.95911405529842e-06,9.46916497695494e-05,"order"
"VitB3","class_Negativicutes",-0.589380530973451,2.19920897090552e-06,0.000105562030603465,"class"
"VitB3","order_Selenomonadales",-0.589380530973451,2.19920897090552e-06,0.000105562030603465,"order"
"MonSac","genus_Dorea",0.602672927578111,1.12349872231912e-06,0.000107855877342635,"genus"
"Folate","class_Bacilli",-0.574209860935525,4.56771594433426e-06,0.000109625182664022,"class"
"Moly","genus_Ruminococcus",0.60137531927657,1.20123907542781e-06,0.000115318951241069,"genus"
"Disacc","genus_Collinsella",0.545602311721149,1.64820820828292e-05,0.000121713836919354,"genus"
"VitB2","genus_unclassified_Ruminococcaceae",0.562001083619288,8.01461136092825e-06,0.000128233781774852,"genus"
"Ca","genus_Erysipelotrichaceae_incertae_sedis",-0.58414229199293,2.84239702308196e-06,0.000136435057107934,"genus"
"Zn","genus_unclassified_Lachnospiraceae",-0.582517608813437,3.0750253003588e-06,0.000147601214417222,"genus"
"Alcohol","genus_Faecalibacterium",0.595237355654567,1.64192626789819e-06,0.000157624921718227,"genus"
"SatFat","family_Acidaminococcaceae",0.565743042386214,6.76196623677828e-06,0.000162287189682679,"family"
"Disacc","phylum_Actinobacteria",0.531081813256276,3.02609577615543e-05,0.000170885408535836,"phylum"
"Disacc","class_Actinobacteria",0.531081813256276,3.02609577615543e-05,0.000170885408535836,"class"
"Disacc","family_Rikenellaceae",0.531804226115225,2.93792182581917e-05,0.000170885408535836,"family"
"Disacc","genus_Alistipes",0.531804226115225,2.93792182581917e-05,0.000170885408535836,"genus"
"Water","family_unclassified_Clostridiales",0.57045331406899,5.44344479328086e-06,0.000174190233384987,"family"
"Water","genus_unclassified_Clostridiales",0.57045331406899,5.44344479328086e-06,0.000174190233384987,"genus"
"Retinol","genus_Ruminococcus",-0.543101673709912,1.83369947771241e-05,0.000176035149860391,"genus"
"percent_carb_cal","phylum_Bacteroidetes",-0.568719523207513,5.8981546377774e-06,0.000188740948408877,"phylum"
"percent_carb_cal","class_Bacteroidia",-0.568719523207513,5.8981546377774e-06,0.000188740948408877,"class"
"percent_carb_cal","order_Bacteroidales",-0.568719523207513,5.8981546377774e-06,0.000188740948408877,"order"
"Caff","class_Erysipelotrichia",0.548078992264329,1.48174374284163e-05,0.000203210570446852,"class"
"Caff","order_Erysipelotrichales",0.548078992264329,1.48174374284163e-05,0.000203210570446852,"order"
"Caff","family_Clostridiaceae.1",0.570372692955167,5.46384508127274e-06,0.000203210570446852,"family"
"Caff","family_Erysipelotrichaceae",0.548078992264329,1.48174374284163e-05,0.000203210570446852,"family"
"Caff","family_Peptostreptococcaceae",0.557591615175008,9.76596209340197e-06,0.000203210570446852,"family"
"Caff","genus_Clostridium.XI",0.557591615175008,9.76596209340197e-06,0.000203210570446852,"genus"
"Caff","genus_Clostridium.sensu.stricto",0.570372692955167,5.46384508127274e-06,0.000203210570446852,"genus"
"Energy","genus_unclassified_Lachnospiraceae",-0.55138161459274,1.28392581038895e-05,0.000205428129662232,"genus"
"TotSolFib","class_Deltaproteobacteria",0.563045621715591,7.64485872636144e-06,0.000208522068269241,"class"
"TotSolFib","class_unclassified_Firmicutes",-0.547480585154416,1.52047341446321e-05,0.000208522068269241,"class"
"TotSolFib","order_Desulfovibrionales",0.563045621715591,7.64485872636144e-06,0.000208522068269241,"order"
"TotSolFib","order_unclassified_Firmicutes",-0.547480585154416,1.52047341446321e-05,0.000208522068269241,"order"
"TotSolFib","family_Desulfovibrionaceae",0.563045621715591,7.64485872636144e-06,0.000208522068269241,"family"
"TotSolFib","family_unclassified_Firmicutes",-0.547480585154416,1.52047341446321e-05,0.000208522068269241,"family"
"TotSolFib","genus_unclassified_Firmicutes",-0.547480585154416,1.52047341446321e-05,0.000208522068269241,"genus"
"Mn","class_unclassified_Firmicutes",0.559255914755283,9.06697876871565e-06,0.000217607490449176,"class"
"Mn","order_unclassified_Firmicutes",0.559255914755283,9.06697876871565e-06,0.000217607490449176,"order"
"Mn","family_unclassified_Firmicutes",0.559255914755283,9.06697876871565e-06,0.000217607490449176,"family"
"Mn","genus_unclassified_Firmicutes",0.559255914755283,9.06697876871565e-06,0.000217607490449176,"genus"
"Ca","genus_Oscillibacter",0.563807115766661,7.38534880639605e-06,0.000236331161804674,"genus"
"VitB12","family_Streptococcaceae",-0.550586960447896,1.32915123330351e-05,0.000255197036794273,"family"
"VitB3","order_Enterobacteriales",-0.554862882555165,1.10210004171357e-05,0.000264504010011256,"order"
"VitB3","family_Enterobacteriaceae",-0.554862882555165,1.10210004171357e-05,0.000264504010011256,"family"
"percent_carb_cal","family_unclassified_Clostridiales",0.548202998013365,1.47383304447303e-05,0.000282975944538821,"family"
"percent_carb_cal","genus_unclassified_Clostridiales",0.548202998013365,1.47383304447303e-05,0.000282975944538821,"genus"
"Fluor","class_Erysipelotrichia",0.559111432183493,9.12576787198148e-06,0.000292024571903407,"class"
"Fluor","order_Erysipelotrichales",0.559111432183493,9.12576787198148e-06,0.000292024571903407,"order"
"Fluor","family_Erysipelotrichaceae",0.559111432183493,9.12576787198148e-06,0.000292024571903407,"family"
"Disacc","genus_Eggerthella",0.51493167097636,5.76087703426425e-05,0.00030724677516076,"genus"
"Na","genus_unclassified_Ruminococcaceae",0.550297995304316,1.34595942160028e-05,0.000323030261184067,"genus"
"percent_pro_cal","genus_Clostridium.IV",-0.549720065017157,1.38016789175895e-05,0.000331240294022148,"genus"
"Zn","genus_Blautia",-0.556221780747697,1.0378416287909e-05,0.000332109321213088,"genus"
"VitB2","genus_Clostridium.IV",0.5349828426946,2.57740939466161e-05,0.000353473288410735,"genus"
"TotSolFib","genus_Clostridium.XlVb",-0.527614231533321,3.48433611703752e-05,0.000418120334044503,"genus"
"Disacc","genus_Clostridium.IV",0.502113057612425,9.38805940572376e-05,0.000474344054183938,"genus"
"VitB6","genus_Anaerovorax",-0.541086988373224,1.99698856045974e-05,0.00048589005190377,"genus"
"VitB6","genus_Barnesiella",-0.563734968250938,7.40958064580915e-06,0.00048589005190377,"genus"
"VitB6","genus_Faecalibacterium",0.540762145566191,2.02454188293237e-05,0.00048589005190377,"genus"
"VitB6","genus_Streptococcus",-0.54134007585335,1.97576228129409e-05,0.00048589005190377,"genus"
"VitB3","genus_Streptococcus",-0.535055083980495,2.56971252190588e-05,0.00049338480420593,"genus"
"MonoFat","class_unclassified_Firmicutes",0.540039732707242,2.08708179024512e-05,0.000500899629658829,"class"
"MonoFat","order_unclassified_Firmicutes",0.540039732707242,2.08708179024512e-05,0.000500899629658829,"order"
"MonoFat","family_unclassified_Firmicutes",0.540039732707242,2.08708179024512e-05,0.000500899629658829,"family"
"MonoFat","genus_unclassified_Firmicutes",0.540039732707242,2.08708179024512e-05,0.000500899629658829,"genus"
"VitB3","family_Acidaminococcaceae",-0.528687850151119,3.33604238408179e-05,0.000533766781453087,"family"
"Se","genus_Streptococcus",-0.538161459273975,2.2581389744002e-05,0.000541953353856048,"genus"
"VitB_NE","class_Negativicutes",-0.528047679248691,3.42374940250756e-05,0.00054779990440121,"class"
"VitB_NE","order_Enterobacteriales",-0.529270509861416,3.25802073423663e-05,0.00054779990440121,"order"
"VitB_NE","order_Selenomonadales",-0.528047679248691,3.42374940250756e-05,0.00054779990440121,"order"
"VitB_NE","family_Acidaminococcaceae",-0.547649686802672,1.50943502592737e-05,0.00054779990440121,"family"
"VitB_NE","family_Enterobacteriaceae",-0.529270509861416,3.25802073423663e-05,0.00054779990440121,"family"
"VitB_NE","genus_Anaerovorax",-0.555458585610587,1.07349000672405e-05,0.00054779990440121,"genus"
"Disacc","order_Enterobacteriales",0.493195385640565,0.000130382903135837,0.00059603612862097,"order"
"Disacc","family_Enterobacteriaceae",0.493195385640565,0.000130382903135837,0.00059603612862097,"family"
"percent_carb_cal","genus_Butyricicoccus",0.525446992956475,3.80237284434828e-05,0.000608379655095725,"genus"
"Zn","genus_Coprococcus",-0.530937330684486,3.04402095828988e-05,0.000611448499568513,"genus"
"Zn","genus_Phascolarctobacterium",0.529830472742136,3.18462760191934e-05,0.000611448499568513,"genus"
"VitB12","phylum_Actinobacteria",-0.514538558786346,5.84951016011658e-05,0.000623947750412435,"phylum"
"VitB12","class_Actinobacteria",-0.514538558786346,5.84951016011658e-05,0.000623947750412435,"class"
"VitB12","order_Coriobacteriales",-0.520101137800253,4.70466341612205e-05,0.000623947750412435,"order"
"VitB12","family_Coriobacteriaceae",-0.520101137800253,4.70466341612205e-05,0.000623947750412435,"family"
"Fe","class_Gammaproteobacteria",-0.524715935059985,3.91554862763063e-05,0.000626487780420901,"class"
"Retinol","family_Lachnospiraceae",-0.509192703630125,7.18602343726226e-05,0.000627143863615615,"family"
"MonoFat","genus_Blautia",-0.528697850821745,3.33468882451205e-05,0.000640260254306314,"genus"
"Energy","class_Erysipelotrichia",-0.512949250496659,6.2207764849717e-05,0.000663549491730315,"class"
"Energy","order_Erysipelotrichales",-0.512949250496659,6.2207764849717e-05,0.000663549491730315,"order"
"Energy","family_Erysipelotrichaceae",-0.512949250496659,6.2207764849717e-05,0.000663549491730315,"family"
"Sugar","genus_Butyricicoccus",0.527614231533321,3.48433611703752e-05,0.000668992534471204,"genus"
"Sugar","genus_Holdemania",0.528780103168777,3.32357542440155e-05,0.000668992534471204,"genus"
"SatFat","family_Bacteroidaceae",0.522196135091205,4.32985894061982e-05,0.000692777430499171,"family"
"SatFat","genus_Bacteroides",0.522196135091205,4.32985894061982e-05,0.000692777430499171,"genus"
"VitB3","genus_Anaerovorax",-0.518179975517731,5.07439281406932e-05,0.000695916728786649,"genus"
"Retinol","phylum_Bacteroidetes",0.499512371320209,0.000103414947599597,0.000709131069254379,"phylum"
"Retinol","class_Bacteroidia",0.499512371320209,0.000103414947599597,0.000709131069254379,"class"
"Retinol","order_Bacteroidales",0.499512371320209,0.000103414947599597,0.000709131069254379,"order"
"VitE_a_Toco","family_Peptostreptococcaceae",0.521112515802781,4.52014518725733e-05,0.000723223229961173,"family"
"VitE_a_Toco","genus_Clostridium.XI",0.521112515802781,4.52014518725733e-05,0.000723223229961173,"genus"
"VitB1","class_Bacilli",-0.530720606826802,3.07109249047306e-05,0.000737062197713535,"class"
"VitB1","family_Ruminococcaceae",0.531081813256276,3.02609577615543e-05,0.000737062197713535,"family"
"VitB6","order_Enterobacteriales",-0.518860053172433,4.94055884386889e-05,0.000790489415019022,"order"
"VitB6","family_Enterobacteriaceae",-0.518860053172433,4.94055884386889e-05,0.000790489415019022,"family"
"VitC","family_Clostridiaceae.1",0.514275118018412,5.90960672624709e-05,0.000810460351028172,"family"
"VitC","genus_Clostridium.sensu.stricto",0.514275118018412,5.90960672624709e-05,0.000810460351028172,"genus"
"Na","genus_Clostridium.IV",0.522196135091205,4.32985894061982e-05,0.000831332916599005,"genus"
"VitB12","family_Peptostreptococcaceae",-0.501173920895792,9.72264177082548e-05,0.000848521463635678,"family"
"VitB12","genus_Clostridium.XI",-0.501173920895792,9.72264177082548e-05,0.000848521463635678,"genus"
"VitB3","family_Veillonellaceae",-0.507365173911681,7.70371721686802e-05,0.000924446066024162,"family"
"VitB12","family_Prevotellaceae",0.495177894166516,0.000121296499798557,0.000970371998388458,"family"
"Fluor","family_Peptostreptococcaceae",0.517572692793932,5.19671262119388e-05,0.000997768823269225,"family"
"Fluor","genus_Clostridium.XI",0.517572692793932,5.19671262119388e-05,0.000997768823269225,"genus"
"Chln","genus_Butyricimonas",0.555599559058114,1.06682093365137e-05,0.00102414809630532,"genus"
"Retinol","family_Acidaminococcaceae",0.487434999420641,0.000160433364799571,0.00102677353471725,"family"
"Na","genus_Clostridium.XlVb",0.511504424778761,6.57696213639366e-05,0.00105231394182299,"genus"
"W6","family_Peptostreptococcaceae",0.538811630847029,2.19751299731645e-05,0.0010548062387119,"family"
"W6","genus_Clostridium.XI",0.538811630847029,2.19751299731645e-05,0.0010548062387119,"genus"
"VitB1","order_Lactobacillales",-0.5151887303594,5.70358869668921e-05,0.00109508902976433,"order"
"VitB12","genus_Barnesiella",-0.489143251430394,0.000150921031516113,0.00111449377119591,"genus"
"Caff","phylum_Actinobacteria",0.496898910824744,0.000113882651108837,0.00111949600149777,"phylum"
"Caff","class_Actinobacteria",0.496898910824744,0.000113882651108837,0.00111949600149777,"class"
"Caff","order_Coriobacteriales",0.493643640627174,0.000128275583504953,0.00111949600149777,"order"
"Caff","family_Coriobacteriaceae",0.493643640627174,0.000128275583504953,0.00111949600149777,"family"
"TotSolFib","genus_Lachnospiracea_incertae_sedis",-0.49907892360484,0.000105087656238175,0.00112093499987387,"genus"
"percent_fat_cal","class_unclassified_Firmicutes",0.505797363193065,8.17489060073671e-05,0.00112112785381532,"class"
"percent_fat_cal","order_Enterobacteriales",0.529704278890123,3.20103315926479e-05,0.00112112785381532,"order"
"percent_fat_cal","order_unclassified_Firmicutes",0.505797363193065,8.17489060073671e-05,0.00112112785381532,"order"
"percent_fat_cal","family_Enterobacteriaceae",0.529704278890123,3.20103315926479e-05,0.00112112785381532,"family"
"percent_fat_cal","family_unclassified_Firmicutes",0.505797363193065,8.17489060073671e-05,0.00112112785381532,"family"
"percent_fat_cal","genus_Blautia",-0.520968033230992,4.54609045032666e-05,0.00112112785381532,"genus"
"percent_fat_cal","genus_unclassified_Firmicutes",0.505797363193065,8.17489060073671e-05,0.00112112785381532,"genus"
"Folate","genus_Veillonella",-0.513582529989823,6.07031947437761e-05,0.0011655013390805,"genus"
"VitD_IU","phylum_Actinobacteria",-0.494744446451147,0.000123232093065793,0.00118302809343161,"phylum"
"VitD_IU","phylum_Bacteroidetes",0.499873577749684,0.000102039699901489,0.00118302809343161,"phylum"
"VitD_IU","class_Actinobacteria",-0.494744446451147,0.000123232093065793,0.00118302809343161,"class"
"VitD_IU","class_Bacteroidia",0.499873577749684,0.000102039699901489,0.00118302809343161,"class"
"VitD_IU","order_Bacteroidales",0.499873577749684,0.000102039699901489,0.00118302809343161,"order"
"VitD_IU","order_Coriobacteriales",-0.515694419360665,5.59241685896608e-05,0.00118302809343161,"order"
"VitD_IU","family_Clostridiales_Incertae.Sedis.XIII",-0.506712780745081,7.89666624785494e-05,0.00118302809343161,"family"
"VitD_IU","family_Coriobacteriaceae",-0.515694419360665,5.59241685896608e-05,0.00118302809343161,"family"
"VitC","family_Streptococcaceae",-0.500595990608633,9.93393569584436e-05,0.00119207228350132,"family"
"VitB1","family_Streptococcaceae",-0.507964601769911,7.53025806882946e-05,0.00120484129101271,"family"
"VitB_NE","genus_Blautia",0.502546505327795,9.23722633471615e-05,0.00126681961161821,"genus"
"VitB1","genus_Barnesiella",-0.500747213210935,9.87824522045748e-05,0.00135473077309131,"genus"
"VitE_a_Toco","genus_Blautia",-0.500090301607369,0.000101222617127003,0.00138819589202747,"genus"
"VitB2","genus_unclassified_Porphyromonadaceae",-0.496071421992774,0.000117393917599733,0.0014087270111968,"genus"
"SatFat","genus_Phascolarctobacterium",0.498600627804084,0.000106962182059956,0.00146690992539368,"genus"
"VitB6","order_Lactobacillales",-0.498212028174101,0.000108507674079428,0.00148810524451788,"order"
"SatFat","family_Porphyromonadaceae",0.493299620733249,0.000129890069978363,0.00155868083974036,"family"
"Energy","genus_Blautia",-0.486942387574499,0.000163276464586501,0.00156745406003041,"genus"
"Mn","phylum_Verrucomicrobia",0.489109626151345,0.000151103187325726,0.00157149361993979,"phylum"
"Mn","class_Verrucomicrobiae",0.489109626151345,0.000151103187325726,0.00157149361993979,"class"
"Mn","order_Verrucomicrobiales",0.489109626151345,0.000151103187325726,0.00157149361993979,"order"
"Mn","family_Verrucomicrobiaceae",0.489109626151345,0.000151103187325726,0.00157149361993979,"family"
"Mn","genus_Akkermansia",0.489109626151345,0.000151103187325726,0.00157149361993979,"genus"
"Mn","genus_unclassified_Lachnospiraceae",-0.486870146288604,0.000163697252077062,0.00157149361993979,"genus"
"VitB2","genus_Erysipelotrichaceae_incertae_sedis",-0.489580643734668,0.000148569794137356,0.00158474447079846,"genus"
"Phos","family_Peptostreptococcaceae",-0.528408885678165,3.37400417081873e-05,0.00161952200199299,"family"
"Phos","genus_Clostridium.XI",-0.528408885678165,3.37400417081873e-05,0.00161952200199299,"genus"
"VitB12","class_Gammaproteobacteria",-0.47620609868285,0.000237877740869204,0.00163116165167454,"class"
"percent_pro_cal","family_Peptostreptococcaceae",-0.499656853891999,0.000102862823120342,0.00164580516992547,"family"
"percent_pro_cal","genus_Clostridium.XI",-0.499656853891999,0.000102862823120342,0.00164580516992547,"genus"
"Se","genus_Parasutterella",-0.503881330550608,8.78657707870396e-05,0.00168702279911116,"genus"
"W3","family_Sutterellaceae",-0.517074453269672,5.29908847253657e-05,0.0016957083112117,"family"
"percent_carb_cal","genus_unclassified_Coriobacteriaceae",0.494022033592198,0.000126521006590828,0.00173514523324564,"genus"
"Mn","genus_Faecalibacterium",0.480874119559328,0.000202282389817456,0.00176537358386143,"genus"
